deso,Median income tkr,Antal personer totalt,,,,,
1781C1030,332.5,744,,,,,
1781C1040,250.2,980,,,,,
1781C1050,329.6,1153,,,,,
1781C1060,263.6,866,,,,,
1781C1070,299.8,1203,,,,,
1781C1080,216.4,1449,,,,,
1781C1090,337.3,1261,,,,,
1781C1100,275.9,1394,,,,,
1781C1110,338.5,1331,,,,,
1781C1120,332.6,1087,,,,,
1782A0010,249.6,803,,,,,
1782A0020,304.9,1027,,,,,
1782A0030,285.9,783,,,,,
1782B2010,250.7,618,,,,,
1782C1010,292.1,1311,,,,,
1782C1020,228.8,1391,,,,,
1782C1030,305.2,1147,,,,,
1782C1040,250.4,968,,,,,
1783A0010,296.4,870,,,,,
1783A0020,270.2,1104,,,,,
1783A0030,286.6,769,,,,,
1783A0040,300.9,930,,,,,
1783B2010,310.4,840,,,,,
1783B3010,270.5,846,,,,,
1783C1010,296.2,1380,,,,,
1783C1020,274,1721,,,,,
1783C1030,301.9,784,,,,,
1784A0010,258.3,767,,,,,
1784A0020,329.4,1078,,,,,
1784A0030,345.8,972,,,,,
1784A0040,354.9,1043,,,,,
1784A0050,331.6,1318,,,,,
1784A0060,331.3,2025,,,,,
1784A0070,318.9,1540,,,,,
1784C1010,261.4,1022,,,,,
1784C1020,282.3,1718,,,,,
1784C1030,244.1,1758,,,,,
1784C1040,314.3,1076,,,,,
1784C1050,289.1,1229,,,,,
1784C1060,336.9,1058,,,,,
1784C1070,298.1,1443,,,,,
1784C1080,329.5,1005,,,,,
1784C1090,365.1,1149,,,,,
1785A0010,317.7,788,,,,,
1785A0020,329.9,1119,,,,,
1785A0030,296.2,1142,,,,,
1785A0040,278.4,778,,,,,
1785A0050,276.5,1076,,,,,
1785C1010,227.9,1222,,,,,
1785C1020,312.2,1708,,,,,
1785C1030,255.2,1099,,,,,
1785C1040,271,1824,,,,,
1785C1050,313.7,1188,,,,,
1814A0010,345.8,1101,,,,,
1814A0020,305.2,819,,,,,
1814A0030,324.3,1138,,,,,
1814B2010,413.6,1189,,,,,
1814C1010,322,1333,,,,,
1814C1020,261.7,778,,,,,
1860A0010,285.1,1173,,,,,
1860A0020,318.2,786,,,,,
1860C1010,305.1,1168,,,,,
1860C1020,266.6,1255,,,,,
1861A0010,309.8,1341,,,,,
1861A0020,340.2,1400,,,,,
1861A0030,311,1200,,,,,
1861B2010,295.3,1244,,,,,
1861B3010,343,839,,,,,
1861C1010,312.2,1162,,,,,
1861C1020,360,1121,,,,,
1861C1030,334.2,955,,,,,
1861C1040,293.5,1240,,,,,
1861C1050,259.6,1749,,,,,
1862A0010,302.5,705,,,,,
1862A0020,332.5,1089,,,,,
1862C1010,224.3,1322,,,,,
1862C1020,298.8,923,,,,,
1862C1030,268.7,1281,,,,,
1862C1040,341.8,632,,,,,
1862C1050,327.3,1585,,,,,
1863A0010,294.8,1231,,,,,
1863A0020,294.9,735,,,,,
1863C1010,279.6,1275,,,,,
1863C1020,238.3,1269,,,,,
1863C1030,286.4,724,,,,,
1864A0010,274.7,1368,,,,,
1864C1010,261.3,1180,,,,,
1864C1020,246.1,1144,,,,,
1880A0010,289.6,813,,,,,
1880A0020,307.8,701,,,,,
1880A0030,304.7,797,,,,,
1880A0040,382.7,1209,,,,,
1880A0050,359.7,824,,,,,
1880A0060,339.3,1805,,,,,
1880A0070,348,841,,,,,
1880A0080,396.5,526,,,,,
1880A0090,372.6,660,,,,,
1880A0100,351.6,668,,,,,
1880A0110,354.2,1570,,,,,
1880A0120,364.1,1344,,,,,
1880A0130,359.3,1004,,,,,
1880A0140,335.7,867,,,,,
1880B2010,367.9,1634,,,,,
1880B3010,460.8,1335,,,,,
1880B4010,356.6,1182,,,,,
1880B5010,277.1,1067,,,,,
1880C1010,379.4,1077,,,,,
1880C1020,388,751,,,,,
1880C1030,417.2,1118,,,,,
1880C1040,458.7,1404,,,,,
1880C1050,213.6,1291,,,,,
1880C1060,402.9,1093,,,,,
1880C1070,373.9,1918,,,,,
1880C1080,189.7,1125,,,,,
1880C1090,328.7,1178,,,,,
1880C1100,371.9,1590,,,,,
1880C1110,376.3,1960,,,,,
1880C1120,349,689,,,,,
1880C1130,322.4,2526,,,,,
1880C1140,317.4,4692,,,,,
1880C1150,150.9,2016,,,,,
1880C1160,197.9,1769,,,,,
1880C1170,370.6,1489,,,,,
1880C1180,391.7,1728,,,,,
1880C1190,304.8,1277,,,,,
1880C1200,359.6,1863,,,,,
1880C1210,283.5,1363,,,,,
1880C1220,270.5,1774,,,,,
1880C1230,357,1456,,,,,
1880C1240,237.4,1410,,,,,
1880C1250,333.2,1950,,,,,
1880C1260,273.8,982,,,,,
1880C1270,402.9,2453,,,,,
1880C1280,309.4,1512,,,,,
1880C1290,352,1803,,,,,
1880C1300,298.4,1462,,,,,
1880C1310,239.1,1206,,,,,
1880C1320,306.8,2005,,,,,
1880C1330,306.4,1597,,,,,
1880C1340,305.9,1210,,,,,
1880C1350,302,1436,,,,,
1880C1360,345.6,1726,,,,,
1880C1370,274.5,1343,,,,,
1880C1380,286.4,1343,,,,,
1880C1390,214.5,1460,,,,,
1880C1400,265.4,1186,,,,,
1880C1410,282.9,2471,,,,,
1880C1420,290,1316,,,,,
1880C1430,406.2,2077,,,,,
1880C1440,321,1360,,,,,
1880C1450,217,873,,,,,
1880C1460,298.6,1141,,,,,
1880C1470,305.2,1209,,,,,
1880C1480,363.7,1101,,,,,
1880C1490,182.4,1162,,,,,
1880C1500,373.2,1054,,,,,
1880C1510,268.5,1132,,,,,
1880C1520,348,1277,,,,,
1880C1530,209.6,1268,,,,,
1880C1540,215.1,1555,,,,,
1880C1550,371.5,768,,,,,
1880C1560,353.4,1361,,,,,
1880C1570,152.9,914,,,,,
1880C1580,363.3,2056,,,,,
1880C1590,174.4,1139,,,,,
1880C1600,165.6,672,,,,,
1880C1610,347.5,2212,,,,,
1880C1620,310.3,1880,,,,,
1880C1630,171.5,1363,,,,,
1880C1640,313,1010,,,,,
1880C1650,289.6,1100,,,,,
1880C1660,430.4,1252,,,,,
1880C1670,387.8,1375,,,,,
1880C1680,362.9,1070,,,,,
1880C1690,411.5,780,,,,,
1881A0010,338.9,1627,,,,,
1881A0020,361,1146,,,,,
1881C1010,309.2,1773,,,,,
1881C1020,350.6,1348,,,,,
1881C1030,279.9,1827,,,,,
1881C1040,284,1765,,,,,
1881C1050,252.3,1520,,,,,
1881C1060,346.8,1526,,,,,
1881C1070,326.9,1690,,,,,
1881C1080,359.6,858,,,,,
1881C1090,424.4,1470,,,,,
1882A0010,318.5,1220,,,,,
1882A0020,326.1,1245,,,,,
1882A0030,344,1140,,,,,
1882A0040,325.8,981,,,,,
1882B2010,317.4,1081,,,,,
1882C1010,265.8,1305,,,,,
1882C1020,279.4,1084,,,,,
1882C1030,338.3,1073,,,,,
1883A0030,353.3,1711,,,,,
1883C1010,380.5,996,,,,,
1883C1020,349.4,1325,,,,,
1883C1030,335,1437,,,,,
1883C1040,279.7,1532,,,,,
1883C1050,208,1487,,,,,
1883C1060,344.9,1393,,,,,
1883C1070,351.3,830,,,,,
1883C1080,266.1,1782,,,,,
1883C1090,245.1,1729,,,,,
1883C1100,334.4,1932,,,,,
1883C1110,361.8,1751,,,,,
1883C1120,310.4,1267,,,,,
1883C1130,311,1466,,,,,
1883C1140,339.5,1054,,,,,
1883C1150,368.1,1896,,,,,
1884A0010,337.6,862,,,,,
1884A0020,343.9,1277,,,,,
1884C1010,321.2,1043,,,,,
1884C1020,317.3,967,,,,,
1884C1030,259.2,1645,,,,,
1884C1040,303.2,1327,,,,,
1884C1050,325.8,1156,,,,,
1885A0010,317.7,786,,,,,
1885A0020,320.5,1046,,,,,
1885A0030,302.5,1002,,,,,
1885A0040,354.2,823,,,,,
1885A0050,305.4,1094,,,,,
1885A0060,302.7,1113,,,,,
1885B2010,355.6,834,,,,,
1885B2020,308.3,1205,,,,,
1885B3010,293.5,799,,,,,
1885B3020,245.6,785,,,,,
1885B4010,260.2,1158,,,,,
1885C1010,282.5,1915,,,,,
1885C1020,315.4,1179,,,,,
1885C1030,340.7,1710,,,,,
1885C1040,333.2,1347,,,,,
1885C1050,259.2,1314,,,,,
1904A0010,311.7,1705,,,,,
1904C1010,278,1806,,,,,
1907A0010,340.8,772,,,,,
1907B2010,292,1018,,,,,
1907B3010,298.3,1057,,,,,
1907C1010,348.7,1223,,,,,
1907C1020,343.1,780,,,,,
1907C1030,317,1248,,,,,
1907C1040,285,1560,,,,,
1960A0010,351.4,755,,,,,
1960A0020,342,1071,,,,,
1960C1010,289.1,1895,,,,,
1960C1020,244,1547,,,,,
1960C1030,345.8,1349,,,,,
1961A0010,362.2,1090,,,,,
1961A0020,352.9,866,,,,,
1961C1010,293.9,980,,,,,
1961C1020,344.3,941,,,,,
1961C1030,265.9,1869,,,,,
1961C1040,364.5,1252,,,,,
1961C1050,275.3,2204,,,,,
1961C1060,285.8,1707,,,,,
1961C1070,346.3,1755,,,,,
1962A0010,318,833,,,,,
1962C1010,299.7,1581,,,,,
1962C1020,257.3,1317,,,,,
1962C1030,318.5,665,,,,,
1980A0010,461.4,1193,,,,,
1980A0020,433,1838,,,,,
1980A0030,393.1,1949,,,,,
1980A0040,360.9,1180,,,,,
1980A0050,372,1580,,,,,
1980A0060,364.7,2118,,,,,
1980B2010,297.5,949,,,,,
1980B2020,281.2,1423,,,,,
1980B3010,395,956,,,,,
1980B3020,417.4,1108,,,,,
1980B4010,390.5,966,,,,,
1980B5010,374.9,770,,,,,
1980C1010,459.2,1223,,,,,
1980C1020,450.4,809,,,,,
1980C1030,324.9,1315,,,,,
1980C1040,371,1292,,,,,
1980C1050,285.1,1938,,,,,
1980C1060,449.8,1478,,,,,
1980C1070,268.3,1149,,,,,
1980C1080,329.3,1184,,,,,
1980C1090,347.6,723,,,,,
1980C1100,197.5,1681,,,,,
1980C1110,306.4,1630,,,,,
1980C1120,292.3,1620,,,,,
1980C1130,417.3,1414,,,,,
1980C1140,453.4,1568,,,,,
1980C1150,399.3,3902,,,,,
1980C1160,421.5,1322,,,,,
1980C1170,259.9,1363,,,,,
1980C1180,227.4,1601,,,,,
1980C1190,259.4,1690,,,,,
1980C1200,220.5,1509,,,,,
1980C1210,355.6,1354,,,,,
1980C1220,448.2,1477,,,,,
1980C1230,317.8,1405,,,,,
1980C1240,313,1396,,,,,
1980C1250,396.5,1417,,,,,
1980C1260,320.3,1329,,,,,
1980C1270,248,1573,,,,,
1980C1280,285.7,1642,,,,,
1980C1290,241.2,1330,,,,,
1980C1300,410.3,1472,,,,,
1980C1310,364.1,1275,,,,,
1980C1320,382.4,1291,,,,,
1980C1330,308.7,1539,,,,,
1980C1340,205.1,1372,,,,,
1980C1350,346.2,1270,,,,,
1980C1360,342.7,1361,,,,,
1980C1370,323.3,1285,,,,,
1980C1380,280,1700,,,,,
1980C1390,359.5,1282,,,,,
1980C1400,207.3,1497,,,,,
1980C1410,334.6,1463,,,,,
1980C1420,334.8,1442,,,,,
1980C1430,258.1,1440,,,,,
1980C1440,348.4,1341,,,,,
1980C1450,333.9,1336,,,,,
1980C1460,337.1,2016,,,,,
1980C1470,210.6,1133,,,,,
1980C1480,342.3,1566,,,,,
1980C1490,287.3,1225,,,,,
1980C1500,281.2,1714,,,,,
1980C1510,287,1404,,,,,
1980C1520,283.4,1552,,,,,
1980C1530,277.5,1462,,,,,
1980C1540,340.3,1388,,,,,
1980C1550,286.8,1375,,,,,
1980C1560,320.5,1398,,,,,
1980C1570,321.6,1395,,,,,
1980C1580,359.9,1430,,,,,
1980C1590,396.7,974,,,,,
1980C1600,386.3,1638,,,,,
1980C1610,325.5,1421,,,,,
1980C1620,286.7,1767,,,,,
1980C1630,343.6,1356,,,,,
1980C1640,323.7,1333,,,,,
1980C1650,387,1404,,,,,
1980C1660,410.2,1368,,,,,
1980C1670,321.2,1334,,,,,
1980C1680,381.5,1204,,,,,
1980C1690,370.1,1343,,,,,
1980C1700,399,1287,,,,,
1980C1710,414.2,860,,,,,
1980C1720,369.4,1593,,,,,
1981A0010,338.4,1583,,,,,
1981A0020,330.8,1362,,,,,
1981A0030,334.9,1338,,,,,
1981A0040,301.6,1626,,,,,
1981A0050,287.4,957,,,,,
1981C1010,343.7,1207,,,,,
1981C1020,317.2,1981,,,,,
1981C1030,254.4,1338,,,,,
1981C1040,336.4,1364,,,,,
1981C1050,267.1,1791,,,,,
1981C1060,233,1783,,,,,
1981C1070,324.9,1378,,,,,
1982A0010,344.5,1008,,,,,
1982C1010,314.7,1277,,,,,
1982C1020,289.9,1627,,,,,
1982C1030,379.2,1256,,,,,
1982C1040,359.3,1639,,,,,
1982C1050,262.4,1717,,,,,
1982C1060,221.3,1498,,,,,
1983A0010,359.3,1409,,,,,
1983A0020,335,1439,,,,,
1983A0030,342.3,883,,,,,
1983B2010,302.4,947,,,,,
1983B2020,309.9,948,,,,,
1983C1010,309.7,1277,,,,,
1983C1020,356.7,1138,,,,,
1983C1030,377.2,832,,,,,
1983C1040,215.4,1144,,,,,
1983C1050,284.3,1542,,,,,
1983C1060,314.3,1503,,,,,
1983C1070,243.8,1503,,,,,
1983C1080,382.3,1533,,,,,
1983C1090,300.4,1533,,,,,
1983C1100,264.5,1184,,,,,
1983C1110,283.9,1216,,,,,
1984A0010,348.4,1027,,,,,
1984A0020,324,1225,,,,,
1984C1010,305.8,1578,,,,,
1984C1020,251.4,1684,,,,,
1984C1030,301.1,902,,,,,
1984C1040,275.9,1498,,,,,
1984C1050,326.3,1104,,,,,
1984C1060,349.2,1311,,,,,
1984C1070,251.4,685,,,,,
2021A0010,299.5,1120,,,,,
2021A0020,282.5,770,,,,,
2021B2010,300.4,1676,,,,,
2021C1010,287.4,1799,,,,,
2023A0010,285.8,1314,,,,,
2023A0020,321.3,1264,,,,,
2023A0030,360.1,1604,,,,,
2023C1010,293.5,1344,,,,,
2023C1020,316.8,1092,,,,,
2023C1030,284.8,1583,,,,,
2026A0010,282.3,1402,,,,,
2026A0020,327.9,1327,,,,,
2026B2010,306.1,1451,,,,,
2026B3010,324.8,1135,,,,,
2026C1010,353.6,1374,,,,,
2026C1020,300.6,1200,,,,,
2029A0010,311.6,1265,,,,,
2029A0020,313.2,1328,,,,,
2029B2010,290.8,1297,,,,,
2029C1010,293.8,846,,,,,
2029C1020,312.6,856,,,,,
2029C1030,316.2,689,,,,,
2029C1040,337.9,1997,,,,,
2029C1050,275.2,2099,,,,,
2029C1060,328.9,1247,,,,,
2029C1070,305.7,1067,,,,,
2031A0010,294.6,2187,,,,,
2031A0020,262.5,900,,,,,
2031C1010,334.5,1732,,,,,
2031C1020,263.1,1660,,,,,
2031C1030,268.6,1445,,,,,
2031C1040,308.4,1099,,,,,
2034A0010,278.4,1055,,,,,
2034C1010,323.6,1073,,,,,
2034C1020,256.8,1412,,,,,
2034C1030,287.7,1375,,,,,
2034C1040,323.4,648,,,,,
2039A0010,290.3,1522,,,,,
2039A0020,279,762,,,,,
2039A0030,319.4,951,,,,,
2039C1010,295.9,1759,,,,,
2039C1020,307.5,537,,,,,
2061A0010,330.4,1277,,,,,
2061A0020,354.6,1262,,,,,
2061A0030,353.1,748,,,,,
2061B2010,311.9,868,,,,,
2061C1010,311,1152,,,,,
2061C1020,267.2,1096,,,,,
2061C1030,288.5,836,,,,,
2061C1040,316.5,1378,,,,,
2062A0010,306.1,1347,,,,,
2062A0020,320.4,769,,,,,
2062A0030,289.2,1611,,,,,
2062B2010,309.2,1014,,,,,
2062C1010,312.2,1421,,,,,
2062C1020,339,1709,,,,,
2062C1030,275.8,1266,,,,,
2062C1040,303.3,1031,,,,,
2062C1050,299.6,1879,,,,,
2062C1060,354.1,1182,,,,,
2062C1070,292,1244,,,,,
2062C1080,342.4,1796,,,,,
2080A0010,356.9,1366,,,,,
2080A0020,379.9,1577,,,,,
2080A0030,352.1,1322,,,,,
2080A0040,334,1048,,,,,
2080A0050,306.1,1246,,,,,
2080A0060,315.3,888,,,,,
2080B2010,312.4,835,,,,,
2080B2020,322.6,735,,,,,
2080B3010,299.6,1556,,,,,
2080B4010,319.1,1498,,,,,
2080B5010,312.3,1471,,,,,
2080C1010,370.9,985,,,,,
2080C1020,341.7,1101,,,,,
2080C1030,376.8,1894,,,,,
2080C1040,338.6,1849,,,,,
2080C1050,405.6,886,,,,,
2080C1060,308.2,1632,,,,,
2080C1070,323.5,1327,,,,,
2080C1080,333.2,1255,,,,,
2080C1090,259.6,1154,,,,,
2080C1100,368.1,1222,,,,,
2080C1110,291.2,1226,,,,,
2080C1120,364.5,1271,,,,,
2080C1130,332.7,1385,,,,,
2080C1140,297.5,1246,,,,,
2080C1150,340.5,927,,,,,
2080C1160,334.9,979,,,,,
2080C1170,360.2,922,,,,,
2080C1180,388,1152,,,,,
2080C1190,338.7,1303,,,,,
2080C1200,425.2,1056,,,,,
2080C1210,253.6,1413,,,,,
2080C1220,388,1063,,,,,
2080C1230,364.6,785,,,,,
2080C1240,243.2,1454,,,,,
2080C1250,331.5,745,,,,,
2080C1260,347.6,1692,,,,,
2081A0010,348.2,621,,,,,
2081A0020,334.4,2025,,,,,
2081A0030,388.2,1556,,,,,
2081B2010,371.9,824,,,,,
2081C1010,313.6,1450,,,,,
2081C1020,343.6,1177,,,,,
2081C1030,352.2,1544,,,,,
2081C1040,351.9,1261,,,,,
2081C1050,331.4,1429,,,,,
2081C1060,369.6,1599,,,,,
2081C1070,245,1386,,,,,
2081C1080,297.3,1863,,,,,
2081C1090,335.3,1467,,,,,
2081C1100,301,1792,,,,,
2081C1110,337.3,1451,,,,,
2081C1120,242.9,1303,,,,,
2081C1130,277,1455,,,,,
2081C1140,169.2,1511,,,,,
2081C1150,263.3,1581,,,,,
2081C1160,301.2,1486,,,,,
2081C1170,292.5,1554,,,,,
2081C1180,217.8,1712,,,,,
2081C1190,363.4,1307,,,,,
2081C1200,328.5,1394,,,,,
2081C1210,359,1745,,,,,
2081C1220,363.2,1399,,,,,
2081C1230,311.1,1248,,,,,
2082A0010,325.7,1071,,,,,
2082A0020,353.5,701,,,,,
2082A0030,319.6,1791,,,,,
2082B2010,353.7,622,,,,,
2082B2020,336.3,821,,,,,
2082C1010,272.5,1399,,,,,
2082C1020,335.4,980,,,,,
2082C1030,299.9,1317,,,,,
2083A0010,318.1,821,,,,,
2083A0020,289.6,891,,,,,
2083A0030,284.3,703,,,,,
2083A0040,354.5,1041,,,,,
2083A0050,304.9,1276,,,,,
2083B2010,268,1302,,,,,
2083C1010,309.5,1498,,,,,
2083C1020,282.3,1679,,,,,
2083C1030,301.9,1392,,,,,
2083C1040,277.2,1432,,,,,
2084A0010,346.4,1121,,,,,
2084A0020,343.6,1604,,,,,
2084A0030,306.2,1060,,,,,
2084B2010,274.8,890,,,,,
2084C1010,245.8,889,,,,,
2084C1020,233.9,1010,,,,,
2084C1030,338.2,1553,,,,,
2084C1040,277,1645,,,,,
2084C1050,280,1874,,,,,
2084C1060,324,1771,,,,,
2084C1070,307.5,1403,,,,,
2084C1080,384.1,984,,,,,
2084C1090,336,1938,,,,,
2085A0010,333.8,933,,,,,
2085A0020,266.6,601,,,,,
2085A0030,300.9,907,,,,,
2085A0040,353.4,1785,,,,,
2085B2010,285.6,1240,,,,,
2085B2020,299.8,785,,,,,
2085B2030,311.9,664,,,,,
2085B3010,295,645,,,,,
2085B3020,284.9,937,,,,,
2085C1010,356.5,1312,,,,,
2085C1020,393.6,1318,,,,,
2085C1030,259.8,1461,,,,,
2085C1040,332.7,1150,,,,,
2085C1050,329.9,1100,,,,,
2085C1060,258.6,1371,,,,,
2085C1070,271.2,951,,,,,
2085C1080,212,1232,,,,,
2085C1090,305.3,1729,,,,,
2101A0010,305.4,662,,,,,
2101A0020,282.8,1590,,,,,
2101C1010,270.5,1301,,,,,
2101C1020,304.8,1078,,,,,
2104A0010,327.6,1529,,,,,
2104A0020,363.2,844,,,,,
2104C1010,339.9,1423,,,,,
2104C1020,271.6,1834,,,,,
2104C1030,300.5,1830,,,,,
2121A0010,310.8,1298,,,,,
2121A0020,316.7,1686,,,,,
2121B2010,282.4,1138,,,,,
2121B2020,269.5,1121,,,,,
2121C1010,294.3,1913,,,,,
2121C1020,318.7,598,,,,,
2121C1030,272.9,1318,,,,,
2132A0010,294.6,1478,,,,,
2132A0020,295.4,1353,,,,,
2132A0030,334.7,715,,,,,
2132A0040,311.7,752,,,,,
2132A0050,273.7,996,,,,,
2132B2010,261.5,956,,,,,
2132C1010,260.3,1076,,,,,
2161A0010,316.7,1267,,,,,
2161A0020,323.9,800,,,,,
2161A0030,270.8,1444,,,,,
2161A0040,312.9,749,,,,,
2161A0050,291.5,1381,,,,,
2161B2010,274.4,1324,,,,,
2161B3010,280.5,1222,,,,,
2161C1010,301.6,823,,,,,
2161C1020,320.5,1290,,,,,
2161C1030,240.2,1297,,,,,
2161C1040,270.6,1185,,,,,
2161C1050,309.9,1244,,,,,
2161C1060,332.5,707,,,,,
2180A0010,314.6,979,,,,,
2180A0020,375.7,1452,,,,,
2180A0030,379.7,1709,,,,,
2180A0040,299.2,751,,,,,
2180B2010,299.1,1376,,,,,
2180B3010,305.5,1162,,,,,
2180B4010,390.8,819,,,,,
2180B5010,267.9,771,,,,,
2180C1010,314.7,1431,,,,,
2180C1020,395.7,1334,,,,,
2180C1030,362.1,1142,,,,,
2180C1040,324.8,999,,,,,
2180C1050,386,1401,,,,,
2180C1060,269.9,1761,,,,,
2180C1070,424.9,1499,,,,,
2180C1080,166.3,1710,,,,,
2180C1090,298.8,1298,,,,,
2180C1100,434.8,1163,,,,,
2180C1110,299.3,1805,,,,,
2180C1120,380.1,702,,,,,
2180C1130,389.1,1142,,,,,
2180C1140,315.4,1467,,,,,
2180C1150,318.1,1354,,,,,
2180C1160,311,1624,,,,,
2180C1170,360.9,1379,,,,,
2180C1180,292.6,1719,,,,,
2180C1190,338.6,1760,,,,,
2180C1200,279.9,1916,,,,,
2180C1210,385.8,1479,,,,,
2180C1220,311.6,1742,,,,,
2180C1230,293,2043,,,,,
2180C1240,275.4,1559,,,,,
2180C1250,277.9,1750,,,,,
2180C1260,385.3,1115,,,,,
2180C1270,306.6,1226,,,,,
2180C1280,300.1,1651,,,,,
2180C1290,335.1,1142,,,,,
2180C1300,347.7,1694,,,,,
2180C1310,268,1796,,,,,
2180C1320,426.5,1622,,,,,
2180C1330,345.1,1427,,,,,
2180C1340,205.2,1488,,,,,
2180C1350,347.9,1413,,,,,
2180C1360,317.8,2154,,,,,
2180C1370,244,1407,,,,,
2180C1380,316.6,1356,,,,,
2180C1390,182.4,1974,,,,,
2180C1400,356.7,1490,,,,,
2180C1410,274.1,1879,,,,,
2180C1420,350.3,1899,,,,,
2180C1430,424.1,2173,,,,,
2180C1440,381.7,1583,,,,,
2180C1450,411.8,1402,,,,,
2180C1460,412.2,1312,,,,,
2181A0010,282,1031,,,,,
2181A0020,364.1,950,,,,,
2181A0030,313.3,763,,,,,
2181A0040,363.4,1508,,,,,
2181A0050,329.7,1251,,,,,
2181B2010,263.6,864,,,,,
2181B2020,330.2,1159,,,,,
2181B2030,325.4,870,,,,,
2181B3010,322.3,1455,,,,,
2181B4010,318.5,836,,,,,
2181C1010,393,1740,,,,,
2181C1020,379.8,1341,,,,,
2181C1030,258.4,1292,,,,,
2181C1040,347.3,1553,,,,,
2181C1050,173.7,780,,,,,
2181C1060,375,963,,,,,
2181C1070,160,1240,,,,,
2181C1080,276.4,817,,,,,
2181C1090,336.5,1689,,,,,
2181C1100,335.2,1458,,,,,
2181C1110,263,926,,,,,
2181C1120,246.6,956,,,,,
2181C1130,264,2101,,,,,
2181C1140,189.3,890,,,,,
2181C1150,367.1,1634,,,,,
2182A0010,271,1220,,,,,
2182A0020,331.8,1180,,,,,
2182A0030,325.2,2216,,,,,
2182B2010,300,809,,,,,
2182B2020,305.7,982,,,,,
2182B3010,260.1,1452,,,,,
2182B4010,287,912,,,,,
2182C1010,300.3,1544,,,,,
2182C1020,335.2,1250,,,,,
2182C1030,343.2,1018,,,,,
2182C1040,262.4,1626,,,,,
2182C1050,369.7,1127,,,,,
2182C1060,196.1,928,,,,,
2182C1070,248.5,1847,,,,,
2182C1080,326.8,684,,,,,
2182C1090,261.3,1048,,,,,
2183A0010,326.9,701,,,,,
2183A0020,321,1409,,,,,
2183A0030,341.2,733,,,,,
2183A0040,343.7,1383,,,,,
2183A0050,312.1,985,,,,,
2183A0060,299.3,1547,,,,,
2183B2010,255.1,728,,,,,
2183B2020,265.7,989,,,,,
2183B3010,269.3,1265,,,,,
2183C1010,298.1,1467,,,,,
2183C1020,283.9,1177,,,,,
2183C1030,232.5,1688,,,,,
2183C1040,319.9,1006,,,,,
2183C1050,219.8,1802,,,,,
2183C1060,293.2,1306,,,,,
2183C1070,319.8,1195,,,,,
2183C1080,329.3,1313,,,,,
2184A0010,328.2,1473,,,,,
2184A0020,305.1,667,,,,,
2184A0030,333.8,928,,,,,
2184A0040,340.8,1516,,,,,
2184A0050,367,1400,,,,,
2184A0060,290.3,798,,,,,
2184A0070,275.6,1966,,,,,
2184B2010,335.9,646,,,,,
2184B2020,270.3,1108,,,,,
2184B2030,320.3,1541,,,,,
2184B3010,291.6,777,,,,,
2184B3020,258.6,1229,,,,,
2184B4010,308.2,1280,,,,,
2184B5010,328.9,824,,,,,
2184C1010,415.8,642,,,,,
2184C1020,271.5,1708,,,,,
2184C1030,333.4,1261,,,,,
2184C1040,332.1,1171,,,,,
2184C1050,353.3,1861,,,,,
2184C1060,313.2,1414,,,,,
2184C1070,303.7,1295,,,,,
2184C1080,271.8,1548,,,,,
2184C1090,295.9,1081,,,,,
2184C1100,344.6,1249,,,,,
2260A0010,290.8,1392,,,,,
2260A0020,299.2,1028,,,,,
2260A0030,316.5,957,,,,,
2260B2010,287.5,599,,,,,
2260B2020,285.3,1142,,,,,
2260C1010,333.4,899,,,,,
2260C1020,283.9,1291,,,,,
2262A0010,340.1,1537,,,,,
2262A0020,313,748,,,,,
2262B2010,333.5,1850,,,,,
2262C1010,353,1313,,,,,
2262C1020,269.7,1917,,,,,
2262C1030,266.7,1357,,,,,
2262C1040,320.9,1784,,,,,
2262C1050,358.2,1813,,,,,
2262C1060,357.9,1450,,,,,
2280A0010,345.6,1268,,,,,
2280A0020,326.8,843,,,,,
2280A0030,303.4,1062,,,,,
2280A0040,272.8,1094,,,,,
2280B2010,301.3,803,,,,,
2280C1010,329.4,866,,,,,
2280C1020,356,1342,,,,,
2280C1030,256.2,1070,,,,,
2280C1040,346.1,1104,,,,,
2280C1050,269.9,1384,,,,,
2280C1060,231.7,885,,,,,
2280C1070,320.3,930,,,,,
2280C1080,295.3,1282,,,,,
2280C1090,278.4,1320,,,,,
2280C1100,301,1411,,,,,
2280C1110,257.7,1501,,,,,
2280C1120,353.2,1002,,,,,
2281A0010,345.6,1820,,,,,
2281A0020,350.4,1440,,,,,
2281A0030,397.1,911,,,,,
2281A0040,307.8,1203,,,,,
2281A0050,379,988,,,,,
2281A0060,390.6,1135,,,,,
2281A0070,351.4,1207,,,,,
2281A0080,325.3,1319,,,,,
2281A0090,281.7,923,,,,,
2281B2010,374.8,840,,,,,
2281B2020,349.4,1290,,,,,
2281B2030,384.6,1272,,,,,
2281B2040,324.3,1194,,,,,
2281B2050,232.6,992,,,,,
2281B2060,379.6,703,,,,,
2281B2070,373.7,700,,,,,
2281B2080,272.5,1791,,,,,
2281B3010,335.5,496,,,,,
2281B3020,360,1092,,,,,
2281B3030,361.5,1074,,,,,
2281B3040,296.4,993,,,,,
2281B4010,290.7,1121,,,,,
2281C1010,424.7,1728,,,,,
2281C1020,337.6,1626,,,,,
2281C1030,375.5,1723,,,,,
2281C1040,341,1598,,,,,
2281C1050,372.7,1408,,,,,
2281C1060,406.4,937,,,,,
