deso,swedish,foreign,total
1480C3010,1336,279,1615
1480C3020,364,1726,2090
1480C3030,1184,379,1563
1480C3040,1255,1934,3189
1480C3050,196,2233,2429
1480C3060,1169,1053,2222
1480C3070,63,860,923
1480C3080,837,1495,2332
1480C3090,916,555,1471
1480C3100,1183,961,2144
1480C3110,2219,262,2481
1480C3120,619,1487,2106
1480C3130,578,1823,2401
1480C3140,308,1614,1922
1480C3150,1416,680,2096
1480C3160,1333,1294,2627
1480C3170,1728,222,1950
1480C3180,1761,254,2015
1480C3190,1256,355,1611
1480C3200,975,637,1612
1480C3210,1033,1544,2577
1480C3220,2123,1686,3809
1480C3230,1035,1259,2294
1480C3240,1935,583,2518
1480C3250,1858,367,2225
1480C3260,1043,1070,2113
1480C3270,608,1275,1883
1480C3280,1076,968,2044
1480C3290,649,1920,2569
1480C3300,580,1558,2138
1480C3310,855,1079,1934
1480C3320,943,804,1747
1480C3330,1543,275,1818
1480C3340,2018,261,2279
1480C3350,537,1121,1658
1480C3360,1928,1012,2940
1480C3370,634,1272,1906
1480C3380,639,1368,2007
1480C3390,379,2105,2484
1480C3400,286,2594,2880
1480C3410,640,1391,2031
1480C3420,1421,692,2113
1480C3430,738,1547,2285
1480C3440,471,953,1424
1480C3450,1165,1382,2547
1480C3460,913,1302,2215
1480C3470,1203,463,1666
1480C3480,615,1258,1873
1480C3490,1046,624,1670
1480C3500,161,1266,1427
1480C3510,175,1519,1694
1480C3520,1519,612,2131
1480C3530,115,1369,1484
1480C3540,896,1431,2327
1480C3550,814,1572,2386
1480C3560,394,2987,3381
1480C3570,833,1607,2440
1480C3580,543,856,1399
1480C3590,2005,1041,3046
1480C3600,425,1670,2095
1480C3610,787,1584,2371
1480C3620,1439,640,2079
1480C3630,1727,305,2032
1480C3640,118,1495,1613
1480C3650,396,863,1259
1480C3660,324,1379,1703
1480C3670,127,1478,1605
1480C3680,244,1719,1963
1480C3690,146,1809,1955
1480C3700,138,784,922
1480C3710,316,1556,1872
1480C3720,1323,1138,2461
1480C3730,133,2130,2263
1480C3740,2459,367,2826
1480C3750,157,682,839
1480C3760,187,549,736
1480C3770,286,2420,2706
1480C3780,1124,426,1550
1480C3790,359,652,1011
1480C3800,1980,783,2763
1480C3810,1031,668,1699
1480C3820,1053,482,1535
1480C3830,440,1861,2301
1480C3840,1014,663,1677
1480C3850,892,540,1432
1480C3860,544,2140,2684
1480C3870,124,1293,1417
1480C3880,572,1896,2468
1480C3890,295,2260,2555
1480C3900,312,2223,2535
1480C3910,665,1879,2544
1480C3920,1624,533,2157
1480C3930,163,1575,1738
1480C3940,141,1395,1536
1480C3950,183,1274,1457
1480C3960,353,1609,1962
1480C3970,267,1366,1633
1480C3980,1692,416,2108
1480C3990,207,1499,1706
1480C4000,220,1305,1525
1481A0010,1780,261,2041
1481C1010,1271,236,1507
1481C1020,1271,248,1519
1481C1030,1376,239,1615
1481C1040,1078,261,1339
1481C1050,1226,446,1672
1481C1060,1233,228,1461
1481C1070,1118,246,1364
1481C1080,1153,350,1503
1481C1090,1270,219,1489
1481C1100,1390,447,1837
1481C1110,1519,378,1897
1481C1120,993,313,1306
1481C1130,1118,790,1908
1481C1140,1566,652,2218
1481C1150,818,536,1354
1481C1160,1102,535,1637
1481C1170,1178,270,1448
1481C1180,828,609,1437
1481C1190,806,446,1252
1481C1200,2196,994,3190
1481C1210,1254,431,1685
1481C1220,1227,711,1938
1481C1230,1541,342,1883
1481C1240,1108,421,1529
1481C1250,944,372,1316
1481C1260,1244,151,1395
1481C1270,1196,476,1672
1481C1280,1374,364,1738
1481C1290,1233,204,1437
1481C1300,1285,455,1740
1481C1310,1312,642,1954
1481C1320,718,580,1298
1481C1330,1416,639,2055
1481C1340,1973,818,2791
1481C1350,1113,353,1466
1481C1360,1804,363,2167
1481C1370,1490,683,2173
1481C1380,1174,374,1548
1481C1390,1395,449,1844
1481C1400,1147,339,1486
1482A0010,985,127,1112
1482A0020,1699,154,1853
1482A0030,2261,244,2505
1482A0040,1571,108,1679
1482A0050,936,100,1036
1482A0060,972,76,1048
1482A0070,932,63,995
1482A0080,1368,203,1571
1482B2010,1456,106,1562
1482B2020,855,75,930
1482B2030,1676,211,1887
1482B2040,744,52,796
1482B3010,1499,262,1761
1482B4010,1263,119,1382
1482C1010,2354,336,2690
1482C1020,1662,352,2014
1482C1030,1384,217,1601
1482C1040,1651,262,1913
1482C1050,1210,167,1377
1482C1060,879,744,1623
1482C1070,767,316,1083
1482C1080,1244,248,1492
1482C1090,1179,724,1903
1482C1100,965,230,1195
1482C1110,1580,285,1865
1482C1120,989,133,1122
1482C1130,1960,545,2505
1482C1140,1541,307,1848
1482C1150,1724,369,2093
1482C1160,2351,276,2627
1484A0010,1333,102,1435
1484A0020,1103,89,1192
1484A0030,1541,152,1693
1484B2010,2021,316,2337
1484C1010,1236,184,1420
1484C1020,1393,342,1735
1484C1030,644,737,1381
1484C1040,1143,326,1469
1484C1050,1364,144,1508
1485A0010,2695,349,3044
1485A0020,1078,79,1157
1485A0030,1481,128,1609
1485A0040,1728,196,1924
1485A0050,940,88,1028
1485A0060,1563,84,1647
1485A0070,1526,180,1706
1485B2010,1190,151,1341
1485B2020,986,75,1061
1485B2030,2369,314,2683
1485C1010,1371,91,1462
1485C1020,1470,464,1934
1485C1030,1683,163,1846
1485C1040,1606,193,1799
1485C1050,1457,394,1851
1485C1060,1263,466,1729
1485C1070,961,1383,2344
1485C1080,1332,136,1468
1485C1090,1566,698,2264
1485C1100,1174,236,1410
1485C1110,1031,265,1296
1485C1120,953,204,1157
1485C1130,1505,766,2271
1485C1140,1041,202,1243
1485C1150,1256,479,1735
1485C1160,980,812,1792
1485C1170,1265,133,1398
1485C1180,1380,445,1825
1485C1190,947,372,1319
1485C1200,949,559,1508
1485C1210,1371,361,1732
1485C1220,381,1443,1824
1485C1230,836,474,1310
1485C1240,364,1201,1565
1486A0010,1383,349,1732
1486A0020,1656,709,2365
1486A0030,629,516,1145
1486C1010,907,436,1343
1486C1020,1403,538,1941
1486C1030,1444,1171,2615
1486C1040,1392,757,2149
1487A0010,1561,159,1720
1487A0020,707,72,779
1487A0030,1767,197,1964
1487A0040,1422,88,1510
1487A0050,1911,117,2028
1487B2010,1245,322,1567
1487C1010,1107,163,1270
1487C1020,1477,357,1834
1487C1030,1365,267,1632
1487C1040,1223,182,1405
1487C1050,1338,189,1527
1487C1060,1172,356,1528
1487C1070,609,802,1411
1487C1080,1342,408,1750
1487C1090,401,1466,1867
1487C1100,1422,137,1559
1487C1110,570,368,938
1487C1120,2107,231,2338
1487C1130,565,674,1239
1487C1140,1180,202,1382
1487C1150,1741,487,2228
1487C1160,938,532,1470
1487C1170,1189,254,1443
1487C1180,1749,155,1904
1487C1190,1452,159,1611
1488A0010,1039,124,1163
1488A0020,722,97,819
1488A0030,1876,170,2046
1488A0040,2056,303,2359
1488B2010,1977,333,2310
1488C1010,853,1617,2470
1488C1020,947,937,1884
1488C1030,689,1123,1812
1488C1040,1751,345,2096
1488C1050,490,1517,2007
1488C1060,314,1121,1435
1488C1070,125,1039,1164
1488C1080,1749,721,2470
1488C1090,148,1168,1316
1488C1100,374,1286,1660
1488C1110,1299,1039,2338
1488C1120,1649,148,1797
1488C1130,1440,442,1882
1488C1140,1653,268,1921
1488C1150,768,396,1164
1488C1160,1138,546,1684
1488C1170,1182,401,1583
1488C1180,1948,698,2646
1488C1190,1337,354,1691
1488C1200,1961,232,2193
1488C1210,1585,228,1813
1488C1220,1153,254,1407
1488C1230,2435,271,2706
1488C1240,1329,186,1515
1488C1250,1232,194,1426
1488C1260,1748,373,2121
1488C1270,1800,576,2376
1489A0010,1619,159,1778
1489A0020,1237,143,1380
1489A0030,1037,93,1130
1489A0040,1423,140,1563
1489A0050,2217,252,2469
1489B2010,2424,274,2698
1489B2020,1654,177,1831
1489B3010,1327,219,1546
1489C1010,1915,268,2183
1489C1020,2298,355,2653
1489C1030,1393,138,1531
1489C1040,1800,332,2132
1489C1050,1824,257,2081
1489C1060,1443,168,1611
1489C1070,1835,675,2510
1489C1080,1705,260,1965
1489C1090,1131,718,1849
1489C1100,1196,655,1851
1489C1110,881,486,1367
1489C1120,1117,163,1280
1489C1130,1044,224,1268
1489C1140,1581,314,1895
1489C1150,1405,223,1628
1490A0010,805,76,881
1490A0020,1073,164,1237
1490A0030,1291,246,1537
1490A0040,963,136,1099
1490A0050,869,87,956
1490A0060,1196,157,1353
1490A0070,1890,322,2212
1490A0080,1176,129,1305
1490A0090,792,87,879
1490A0100,1230,171,1401
1490B2010,912,189,1101
1490B2020,641,441,1082
1490B2030,1129,464,1593
1490B2040,1079,459,1538
1490B3010,1345,235,1580
1490B3020,1377,251,1628
1490B3030,706,149,855
1490B4010,774,198,972
1490B4020,1435,300,1735
1490C1010,1758,634,2392
1490C1020,493,728,1221
1490C1030,934,444,1378
1490C1040,1163,472,1635
1490C1050,1201,901,2102
1490C1060,761,299,1060
1490C1070,1093,451,1544
1490C1080,780,475,1255
1490C1090,750,289,1039
1490C1100,969,239,1208
1490C1110,645,1056,1701
1490C1120,1658,925,2583
1490C1130,1146,379,1525
1490C1140,998,578,1576
1490C1150,1854,567,2421
1490C1160,1078,190,1268
1490C1170,1949,324,2273
1490C1180,462,995,1457
1490C1190,1271,473,1744
1490C1200,1118,266,1384
1490C1210,232,1379,1611
1490C1220,1092,491,1583
1490C1230,1159,526,1685
1490C1240,732,294,1026
1490C1250,718,141,859
1490C1260,1227,395,1622
1490C1270,857,542,1399
1490C1280,774,209,983
1490C1290,321,1910,2231
1490C1300,307,2057,2364
1490C1310,1260,255,1515
1490C1320,1088,353,1441
1490C1330,729,300,1029
1490C1340,129,1535,1664
1490C1350,362,1220,1582
1490C1360,922,194,1116
1490C1370,231,1615,1846
1490C1380,736,195,931
1490C1390,942,178,1120
1490C1400,1321,432,1753
1490C1410,1232,408,1640
1490C1420,727,1184,1911
1490C1430,1393,391,1784
1490C1440,1216,407,1623
1490C1450,1782,441,2223
1490C1460,1101,506,1607
1490C1470,372,604,976
1490C1480,575,509,1084
1490C1490,490,354,844
1490C1500,762,1022,1784
1490C1510,424,576,1000
1490C1520,940,1050,1990
1490C1530,1146,802,1948
1490C1540,1350,378,1728
1490C1550,884,157,1041
1490C1560,1053,292,1345
1490C1570,1530,218,1748
1490C1580,935,164,1099
1491A0010,2156,454,2610
1491A0020,2011,404,2415
1491A0030,1326,158,1484
1491A0040,2264,288,2552
1491A0050,1879,206,2085
1491A0060,772,92,864
1491B2010,991,288,1279
1491C1010,1263,414,1677
1491C1020,1732,231,1963
1491C1030,1414,172,1586
1491C1040,1449,435,1884
1491C1050,1181,661,1842
1491C1060,1107,198,1305
1491C1070,1195,367,1562
1492A0010,1797,234,2031
1492A0020,949,54,1003
1492C1010,1433,310,1743
1492C1020,1422,219,1641
1492C1030,1379,873,2252
1492C1040,1617,407,2024
1492C1050,1346,176,1522
1493A0010,1892,110,2002
1493A0020,1390,161,1551
1493A0030,1674,185,1859
1493A0040,1380,156,1536
1493C1010,847,56,903
1493C1020,1217,209,1426
1493C1030,1010,183,1193
1493C1040,863,355,1218
1493C1050,1629,909,2538
1493C1060,1492,262,1754
1493C1070,1391,173,1564
1493C1080,1799,502,2301
1493C1090,1073,192,1265
1493C1100,1897,193,2090
1493C1110,1352,216,1568
1494A0010,1209,135,1344
1494A0020,1982,101,2083
1494A0030,1511,83,1594
1494A0040,953,69,1022
1494A0050,2006,99,2105
1494A0060,1226,56,1282
1494A0070,1649,71,1720
1494B2010,1072,92,1164
1494C1010,1748,132,1880
1494C1020,1320,516,1836
1494C1030,1539,247,1786
1494C1040,1117,732,1849
1494C1050,1779,363,2142
1494C1060,1174,561,1735
1494C1070,1136,348,1484
1494C1080,1529,160,1689
1494C1090,1647,133,1780
1494C1100,1589,447,2036
1494C1110,1293,480,1773
1494C1120,1589,332,1921
1494C1130,1250,487,1737
1494C1140,1516,74,1590
1494C1150,2724,181,2905
1495A0010,1438,200,1638
1495A0020,1929,176,2105
1495A0030,1887,172,2059
1495B2010,1017,193,1210
1495C1010,986,151,1137
1495C1020,891,897,1788
1495C1030,1081,303,1384
1495C1040,939,250,1189
1495C1050,1294,664,1958
1495C1060,1410,248,1658
1495C1070,1803,826,2629
1496A0010,1519,158,1677
1496A0020,1075,73,1148
1496A0030,1964,327,2291
1496A0040,1177,93,1270
1496A0050,1393,97,1490
1496A0060,1976,119,2095
1496A0070,1195,76,1271
1496B2010,1483,82,1565
1496B3010,923,206,1129
1496C1010,1728,310,2038
1496C1020,1759,188,1947
1496C1030,1729,230,1959
1496C1040,973,479,1452
1496C1050,1764,330,2094
1496C1060,1619,225,1844
1496C1070,1803,385,2188
1496C1080,1408,394,1802
1496C1090,1660,704,2364
1496C1100,2183,329,2512
1496C1110,866,195,1061
1496C1120,1508,635,2143
1496C1130,1132,631,1763
1496C1140,1142,197,1339
1496C1150,1206,492,1698
1496C1160,1860,498,2358
1496C1170,2197,481,2678
1496C1180,2415,860,3275
1496C1190,935,142,1077
1496C1200,581,1633,2214
1496C1210,720,956,1676
1496C1220,996,1049,2045
1497A0010,1674,185,1859
1497A0020,820,71,891
1497C1010,1682,197,1879
1497C1020,1353,114,1467
1497C1030,1291,156,1447
1497C1040,1444,256,1700
1498A0010,1559,156,1715
1498A0020,1684,146,1830
1498A0030,824,72,896
1498C1010,1432,386,1818
1498C1020,1584,223,1807
1498C1030,1072,90,1162
1498C1040,1439,498,1937
1498C1050,1451,223,1674
1499A0010,1612,143,1755
1499A0020,2268,157,2425
1499A0030,1146,47,1193
1499A0040,1100,51,1151
1499A0050,1643,98,1741
1499A0060,1443,99,1542
1499A0070,765,62,827
1499B2010,1590,355,1945
1499B3010,1369,272,1641
1499B4010,868,122,990
1499C1010,2168,484,2652
1499C1020,1017,664,1681
1499C1030,1745,572,2317
1499C1040,1083,736,1819
1499C1050,1013,805,1818
1499C1060,1943,209,2152
1499C1070,1648,155,1803
1499C1080,1496,1297,2793
1499C1090,554,453,1007
1715A0010,957,64,1021
1715A0020,944,67,1011
1715A0030,1568,96,1664
1715C1010,1916,208,2124
1715C1020,1831,494,2325
1715C1030,1965,131,2096
1715C1040,1749,125,1874
1730A0010,1214,350,1564
1730A0020,961,210,1171
1730A0030,1418,416,1834
1730B2010,924,468,1392
1730C1010,1281,1293,2574
1737A0010,855,93,948
1737A0020,923,161,1084
1737A0030,1473,180,1653
1737A0040,1293,229,1522
1737A0050,773,229,1002
1737C1010,1384,247,1631
1737C1020,1242,214,1456
1737C1030,1683,432,2115
1760A0010,1690,214,1904
1760C1010,1426,552,1978
1761A0010,1260,103,1363
1761C1010,1730,232,1962
1761C1020,1759,87,1846
1761C1030,1728,110,1838
1761C1040,1474,339,1813
1761C1050,1473,268,1741
1761C1060,1995,129,2124
1761C1070,1964,139,2103
1761C1080,1883,147,2030
1762A0010,557,115,672
1762C1010,906,184,1090
1762C1020,1601,338,1939
1763A0010,1566,139,1705
1763B2010,1533,234,1767
1763B2020,1057,110,1167
1763C1010,2193,191,2384
1763C1020,2248,175,2423
1763C1030,1719,413,2132
1764A0010,1023,141,1164
1764A0020,1620,151,1771
1764C1010,918,203,1121
1764C1020,1355,195,1550
1764C1030,813,194,1007
1764C1040,1192,232,1424
1764C1050,899,169,1068
1765A0010,842,105,947
1765A0020,1247,149,1396
1765A0030,1154,294,1448
1765A0040,1027,260,1287
1765B2010,702,684,1386
1765C1010,823,233,1056
1765C1020,539,305,844
1765C1030,1053,497,1550
1766A0010,1698,140,1838
1766A0020,752,104,856
1766A0030,1815,195,2010
1766A0040,1023,166,1189
1766A0050,962,57,1019
1766A0060,1169,123,1292
1766C1010,1352,293,1645
1766C1020,1007,246,1253
1766C1030,1120,178,1298
1766C1040,910,108,1018
1780A0010,1053,99,1152
1780A0020,1880,129,2009
1780A0030,1236,85,1321
1780A0040,1380,71,1451
1780A0050,858,53,911
1780A0060,1538,128,1666
1780B2010,1075,215,1290
1780B2020,1473,429,1902
1780B3010,1850,322,2172
1780B4010,814,192,1006
1780C1010,1932,237,2169
1780C1020,1326,598,1924
1780C1030,2119,320,2439
1780C1040,4043,718,4761
1780C1050,1460,224,1684
1780C1060,1411,204,1615
1780C1070,1726,189,1915
1780C1080,1662,211,1873
1780C1090,1363,322,1685
1780C1100,1483,299,1782
1780C1110,1032,931,1963
1780C1120,1356,188,1544
1780C1130,1589,193,1782
1780C1140,1355,335,1690
1780C1150,1502,202,1704
1780C1160,916,722,1638
1780C1170,1743,397,2140
1780C1180,1064,922,1986
1780C1190,1771,209,1980
1780C1200,1632,276,1908
1780C1210,1629,187,1816
1780C1220,1432,198,1630
1780C1230,1501,201,1702
1780C1240,1655,140,1795
1780C1250,747,1244,1991
1780C1260,1205,128,1333
1780C1270,1159,573,1732
1780C1280,995,82,1077
1780C1290,1493,246,1739
1780C1300,584,1020,1604
1780C1310,1488,151,1639
1780C1320,1230,575,1805
1780C1330,757,777,1534
1780C1340,1404,861,2265
1780C1350,1304,120,1424
1780C1360,1713,129,1842
1780C1370,1502,1053,2555
1780C1380,1840,267,2107
1780C1390,2183,150,2333
1780C1400,2403,435,2838
1780C1410,1167,103,1270
1780C1420,2248,165,2413
1780C1430,899,61,960
1781A0010,1789,229,2018
1781A0020,960,65,1025
1781A0030,1285,83,1368
1781B2010,787,309,1096
1781C1010,1624,293,1917
1781C1020,1562,352,1914
1781C1030,840,115,955
1781C1040,794,435,1229
1781C1050,1269,229,1498
1781C1060,877,189,1066
1781C1070,1261,254,1515
1781C1080,1062,788,1850
1781C1090,1453,205,1658
1781C1100,1458,279,1737
1781C1110,1547,169,1716
1781C1120,1309,182,1491
1782A0010,777,204,981
1782A0020,1152,146,1298
1782A0030,872,155,1027
1782B2010,589,165,754
1782C1010,1264,478,1742
1782C1020,1140,600,1740
1782C1030,1251,297,1548
1782C1040,973,252,1225
1783A0010,888,190,1078
1783A0020,1054,341,1395
1783A0030,789,223,1012
1783A0040,965,236,1201
1783B2010,912,148,1060
1783B3010,883,129,1012
1783C1010,1458,353,1811
1783C1020,1665,319,1984
1783C1030,855,181,1036
1784A0010,787,168,955
1784A0020,1292,127,1419
1784A0030,1156,142,1298
1784A0040,1323,75,1398
1784A0050,1523,173,1696
1784A0060,2423,210,2633
1784A0070,1768,185,1953
1784C1010,927,402,1329
1784C1020,1707,396,2103
1784C1030,1608,381,1989
1784C1040,1165,176,1341
1784C1050,1159,320,1479
1784C1060,1076,338,1414
1784C1070,1445,498,1943
1784C1080,1054,219,1273
1784C1090,1428,181,1609
1785A0010,915,74,989
1785A0020,1296,96,1392
1785A0030,1342,99,1441
1785A0040,876,111,987
1785A0050,1213,123,1336
1785C1010,1021,553,1574
1785C1020,1928,339,2267
1785C1030,922,556,1478
1785C1040,1813,433,2246
1785C1050,1324,208,1532
1814A0010,1390,90,1480
1814A0020,990,104,1094
1814A0030,1384,98,1482
1814B2010,1716,143,1859
1814C1010,1632,163,1795
1814C1020,859,187,1046
1860A0010,1197,213,1410
1860A0020,832,169,1001
1860C1010,1117,426,1543
1860C1020,1191,431,1622
1861A0010,1535,154,1689
1861A0020,1689,137,1826
1861A0030,1472,144,1616
1861B2010,1253,415,1668
1861B3010,1013,135,1148
1861C1010,1127,449,1576
1861C1020,1342,177,1519
1861C1030,936,317,1253
1861C1040,1295,255,1550
1861C1050,1140,1305,2445
1862A0010,738,133,871
1862A0020,1212,118,1330
1862C1010,1107,526,1633
1862C1020,938,271,1209
1862C1030,1187,452,1639
1862C1040,702,140,842
1862C1050,1718,288,2006
1863A0010,1305,214,1519
1863A0020,721,154,875
1863C1010,1215,363,1578
1863C1020,1010,656,1666
1863C1030,725,293,1018
1864A0010,1281,374,1655
1864C1010,1173,276,1449
1864C1020,1051,362,1413
1880A0010,895,108,1003
1880A0020,871,41,912
1880A0030,880,81,961
1880A0040,1564,130,1694
1880A0050,1003,93,1096
1880A0060,2238,140,2378
1880A0070,1030,105,1135
1880A0080,691,42,733
1880A0090,814,95,909
1880A0100,847,65,912
1880A0110,1983,139,2122
1880A0120,1621,162,1783
1880A0130,1174,113,1287
1880A0140,1068,85,1153
1880B2010,2179,181,2360
1880B3010,1946,315,2261
1880B4010,1477,180,1657
1880B5010,1192,176,1368
1880C1010,1467,248,1715
1880C1020,919,251,1170
1880C1030,1511,175,1686
1880C1040,1786,267,2053
1880C1050,732,1096,1828
1880C1060,1379,140,1519
1880C1070,2303,362,2665
1880C1080,544,1027,1571
1880C1090,1020,600,1620
1880C1100,1974,327,2301
1880C1110,2156,392,2548
1880C1120,751,180,931
1880C1130,2262,921,3183
1880C1140,4439,1362,5801
1880C1150,1514,871,2385
1880C1160,1591,548,2139
1880C1170,1658,327,1985
1880C1180,1940,272,2212
1880C1190,1108,420,1528
1880C1200,1847,333,2180
1880C1210,1138,481,1619
1880C1220,1420,573,1993
1880C1230,1455,269,1724
1880C1240,972,752,1724
1880C1250,1847,317,2164
1880C1260,918,203,1121
1880C1270,3012,510,3522
1880C1280,1489,243,1732
1880C1290,1684,355,2039
1880C1300,1390,429,1819
1880C1310,987,470,1457
1880C1320,1873,480,2353
1880C1330,1520,355,1875
1880C1340,1137,445,1582
1880C1350,1287,402,1689
1880C1360,1585,358,1943
1880C1370,1166,349,1515
1880C1380,964,707,1671
1880C1390,434,1656,2090
1880C1400,850,633,1483
1880C1410,2151,627,2778
1880C1420,1153,458,1611
1880C1430,2373,366,2739
1880C1440,1218,374,1592
1880C1450,338,877,1215
1880C1460,1061,290,1351
1880C1470,1109,350,1459
1880C1480,1138,286,1424
1880C1490,276,1581,1857
1880C1500,1111,376,1487
1880C1510,1030,377,1407
1880C1520,1447,300,1747
1880C1530,340,1448,1788
1880C1540,695,1445,2140
1880C1550,758,330,1088
1880C1560,972,916,1888
1880C1570,192,1348,1540
1880C1580,2148,593,2741
1880C1590,253,1889,2142
1880C1600,112,1003,1115
1880C1610,2181,747,2928
1880C1620,1504,1015,2519
1880C1630,319,1797,2116
1880C1640,825,516,1341
1880C1650,891,590,1481
1880C1660,1547,315,1862
1880C1670,1664,374,2038
1880C1680,1341,233,1574
1880C1690,1089,141,1230
1881A0010,2012,177,2189
1881A0020,1446,185,1631
1881C1010,1932,535,2467
1881C1020,1631,165,1796
1881C1030,1572,885,2457
1881C1040,1607,704,2311
1881C1050,1428,427,1855
1881C1060,1681,383,2064
1881C1070,1804,297,2101
1881C1080,1124,93,1217
1881C1090,2068,323,2391
1882A0010,1332,141,1473
1882A0020,1443,123,1566
1882A0030,1385,76,1461
1882A0040,1150,90,1240
1882B2010,1298,165,1463
1882C1010,1153,447,1600
1882C1020,1150,135,1285
1882C1030,1284,125,1409
1883A0030,1967,171,2138
1883C1010,1161,179,1340
1883C1020,1532,210,1742
1883C1030,1463,480,1943
1883C1040,1254,687,1941
1883C1050,832,1356,2188
1883C1060,1558,323,1881
1883C1070,885,198,1083
1883C1080,1405,748,2153
1883C1090,1482,609,2091
1883C1100,2034,321,2355
1883C1110,1822,370,2192
1883C1120,1241,254,1495
1883C1130,1422,349,1771
1883C1140,1147,183,1330
1883C1150,2321,314,2635
1884A0010,967,112,1079
1884A0020,1459,198,1657
1884C1010,1208,201,1409
1884C1020,1011,246,1257
1884C1030,1549,521,2070
1884C1040,1409,349,1758
1884C1050,1252,219,1471
1885A0010,942,83,1025
1885A0020,1146,216,1362
1885A0030,1134,149,1283
1885A0040,1001,86,1087
1885A0050,1239,152,1391
1885A0060,1203,158,1361
1885B2010,973,134,1107
1885B2020,1263,286,1549
1885B3010,878,148,1026
1885B3020,811,183,994
1885B4010,1129,319,1448
1885C1010,1838,491,2329
1885C1020,1230,255,1485
1885C1030,1856,364,2220
1885C1040,1312,512,1824
1885C1050,792,1152,1944
1904A0010,1808,309,2117
1904C1010,1552,733,2285
1907A0010,787,177,964
1907B2010,980,381,1361
1907B3010,817,455,1272
1907C1010,1338,361,1699
1907C1020,854,245,1099
1907C1030,1220,393,1613
1907C1040,1321,704,2025
1960A0010,902,83,985
1960A0020,1190,217,1407
1960C1010,1804,757,2561
1960C1020,1292,777,2069
1960C1030,1387,353,1740
1961A0010,1223,165,1388
1961A0020,980,123,1103
1961C1010,1065,195,1260
1961C1020,993,225,1218
1961C1030,1438,1052,2490
1961C1040,1374,324,1698
1961C1050,1743,1321,3064
1961C1060,1433,611,2044
1961C1070,1826,620,2446
1962A0010,912,101,1013
1962C1010,1688,335,2023
1962C1020,1203,499,1702
1962C1030,734,155,889
1980A0010,1557,251,1808
1980A0020,2421,332,2753
1980A0030,2284,325,2609
1980A0040,1393,168,1561
1980A0050,1965,195,2160
1980A0060,2398,330,2728
1980B2010,1000,350,1350
1980B2020,1350,589,1939
1980B3010,1211,164,1375
1980B3020,1525,180,1705
1980B4010,1087,173,1260
1980B5010,950,174,1124
1980C1010,1765,235,2000
1980C1020,962,131,1093
1980C1030,1102,505,1607
1980C1040,1184,756,1940
1980C1050,1143,1490,2633
1980C1060,1756,336,2092
1980C1070,533,1029,1562
1980C1080,1010,757,1767
1980C1090,702,115,817
1980C1100,628,1605,2233
1980C1110,1032,1177,2209
1980C1120,1194,995,2189
1980C1130,1434,286,1720
1980C1140,1976,453,2429
1980C1150,3217,1658,4875
1980C1160,1120,476,1596
1980C1170,957,939,1896
1980C1180,486,1786,2272
1980C1190,891,1390,2281
1980C1200,641,1438,2079
1980C1210,1327,588,1915
1980C1220,1278,384,1662
1980C1230,1226,397,1623
1980C1240,1209,510,1719
1980C1250,1507,304,1811
1980C1260,1084,463,1547
1980C1270,659,1347,2006
1980C1280,1080,1042,2122
1980C1290,943,812,1755
1980C1300,1672,357,2029
1980C1310,1036,766,1802
1980C1320,1009,545,1554
1980C1330,1403,398,1801
1980C1340,336,1849,2185
1980C1350,1112,370,1482
1980C1360,1250,392,1642
1980C1370,931,676,1607
1980C1380,1186,890,2076
1980C1390,1301,224,1525
1980C1400,488,1852,2340
1980C1410,1364,460,1824
1980C1420,1276,502,1778
1980C1430,1078,674,1752
1980C1440,1294,371,1665
1980C1450,1229,387,1616
1980C1460,1680,769,2449
1980C1470,429,1219,1648
1980C1480,1534,572,2106
1980C1490,1007,438,1445
1980C1500,1382,655,2037
1980C1510,1181,561,1742
1980C1520,1080,1013,2093
1980C1530,1057,945,2002
1980C1540,1297,437,1734
1980C1550,1153,440,1593
1980C1560,1105,529,1634
1980C1570,1109,488,1597
1980C1580,1499,454,1953
1980C1590,1047,244,1291
1980C1600,1285,993,2278
1980C1610,1129,554,1683
1980C1620,1421,961,2382
1980C1630,1272,704,1976
1980C1640,1308,706,2014
1980C1650,1573,352,1925
1980C1660,1664,270,1934
1980C1670,1396,335,1731
1980C1680,1134,554,1688
1980C1690,1447,435,1882
1980C1700,1583,265,1848
1980C1710,1131,128,1259
1980C1720,1966,263,2229
1981A0010,1931,176,2107
1981A0020,1577,124,1701
1981A0030,1618,101,1719
1981A0040,1912,172,2084
1981A0050,1101,134,1235
1981C1010,1353,326,1679
1981C1020,2163,470,2633
1981C1030,1084,623,1707
1981C1040,1348,325,1673
1981C1050,1754,376,2130
1981C1060,1111,1357,2468
1981C1070,1572,273,1845
1982A0010,1065,164,1229
1982C1010,1194,362,1556
1982C1020,1221,933,2154
1982C1030,1417,343,1760
1982C1040,1601,635,2236
1982C1050,1144,1109,2253
1982C1060,773,1380,2153
1983A0010,1685,183,1868
1983A0020,1544,218,1762
1983A0030,1064,96,1160
1983B2010,1014,277,1291
1983B2020,982,251,1233
1983C1010,1168,476,1644
1983C1020,1035,508,1543
1983C1030,863,285,1148
1983C1040,483,1327,1810
1983C1050,1186,717,1903
1983C1060,1409,478,1887
1983C1070,1175,629,1804
1983C1080,1803,323,2126
1983C1090,1224,687,1911
1983C1100,825,610,1435
